frase_limpa,classe,fonte,frase
o carregamento é lento mesmo com internet rápida,Negativa,ChatGPT,O carregamento é lento mesmo com internet rápida.
as opções disponíveis são limitadas e decepcionantes,Negativa,ChatGPT,As opções disponíveis são limitadas e decepcionantes.
aplicativos de treino registram exercícios físicos,Neutra,ChatGPT,Aplicativos de treino registram exercícios físicos.
aplicativos esportivos acompanham resultados ao vivo,Neutra,ChatGPT,Aplicativos esportivos acompanham resultados ao vivo.
dispositivos vestíveis podem sincronizar dados diretamente com aplicativos móveis de saúde via bluetooth,Neutra,Gemini,Dispositivos vestíveis podem sincronizar dados diretamente com aplicativos móveis de saúde via Bluetooth.
aplicativos de voluntariado conectam pessoas a oportunidades de trabalho voluntário,Neutra,Claude,Aplicativos de voluntariado conectam pessoas a oportunidades de trabalho voluntário.
o aplicativo fecha sozinho toda vez que tento abrir,Negativa,Gemini,O aplicativo fecha sozinho toda vez que tento abrir.
o app não distingue entre pedidos ativos e cancelados,Negativa,Claude,O app não distingue entre pedidos ativos e cancelados.
aplicativos podem utilizar sensores do celular,Neutra,ChatGPT,Aplicativos podem utilizar sensores do celular.
o chat de suporte fica offline sempre que preciso de ajuda,Negativa,Claude,O chat de suporte fica offline sempre que preciso de ajuda.
aplicativos de saúde registram atividades físicas diárias,Neutra,ChatGPT,Aplicativos de saúde registram atividades físicas diárias.
não dá para usar em paz a cada minuto salta um vídeo de anúncio,Negativa,Gemini,"Não dá para usar em paz, a cada minuto salta um vídeo de anúncio."
sempre descubro uma função nova e útil navegando por ele,Positiva,Gemini,Sempre descubro uma função nova e útil navegando por ele.
os filtros da câmera são de péssima qualidade,Negativa,Gemini,Os filtros da câmera são de péssima qualidade.
atualizei hoje e agora não consigo mais abrir o aplicativo,Negativa,Gemini,Atualizei hoje e agora não consigo mais abrir o aplicativo.
a navegação pelos menus é extremamente lenta,Negativa,ChatGPT,A navegação pelos menus é extremamente lenta.
sinto que fui feito de idiota baixando esse app,Negativa,Gemini,Sinto que fui feito de idiota baixando esse app.
o aplicativo falha ao abrir links externos,Negativa,ChatGPT,O aplicativo falha ao abrir links externos.
adoro receber os relatórios semanais que o app gera,Positiva,Gemini,Adoro receber os relatórios semanais que o app gera.
alguns aplicativos possuem controle parental,Neutra,ChatGPT,Alguns aplicativos possuem controle parental.
aplicativos móveis podem funcionar em diferentes resoluções,Neutra,ChatGPT,Aplicativos móveis podem funcionar em diferentes resoluções.
o sistema de busca por voz funciona de maneira fantástica,Positiva,Gemini,O sistema de busca por voz funciona de maneira fantástica.
a precisão das previsões depende da qualidade dos dados fornecidos pelos servidores,Neutra,Claude,A precisão das previsões depende da qualidade dos dados fornecidos pelos servidores.
aplicativos podem ser utilizados em smartwatches,Neutra,ChatGPT,Aplicativos podem ser utilizados em smartwatches.
integração com calendário nativo do celular funcionou imediatamente,Positiva,Claude,Integração com calendário nativo do celular funcionou imediatamente.
o aplicativo possui muitos erros de tradução,Negativa,ChatGPT,O aplicativo possui muitos erros de tradução.
comentários com críticas são removidos rapidamente pelos desenvolvedores,Negativa,Claude,Comentários com críticas são removidos rapidamente pelos desenvolvedores.
não funciona sem internet nem as funções básicas estão offline,Negativa,Claude,"Não funciona sem internet, nem as funções básicas estão offline."
alguns aplicativos oferecem relatórios em pdf,Neutra,ChatGPT,Alguns aplicativos oferecem relatórios em PDF.
aplicativos de mapas mostram pontos turísticos,Neutra,ChatGPT,Aplicativos de mapas mostram pontos turísticos.
o sistema de login é extremamente instável,Negativa,ChatGPT,O sistema de login é extremamente instável.
a exportação do vídeo destrói a resolução original da mídia,Negativa,Gemini,A exportação do vídeo destrói a resolução original da mídia.
o aplicativo não oferece período de teste antes de cobrar,Negativa,Claude,O aplicativo não oferece período de teste antes de cobrar.
aplicativos de multas e licenciamento permitem consultar débitos de veículos,Neutra,Claude,Aplicativos de multas e licenciamento permitem consultar débitos de veículos.
o aplicativo encerra sozinho ao tentar carregar uma foto,Negativa,Gemini,O aplicativo encerra sozinho ao tentar carregar uma foto.
aplicativos de aviação exibem voos em tempo real com altitude e velocidade,Neutra,Claude,Aplicativos de aviação exibem voos em tempo real com altitude e velocidade.
alguns aplicativos possuem autenticação em duas etapas,Neutra,ChatGPT,Alguns aplicativos possuem autenticação em duas etapas.
alguns aplicativos limitam a quantidade de caracteres por publicação na plataforma,Neutra,Gemini,Alguns aplicativos limitam a quantidade de caracteres por publicação na plataforma.
a otimização de recursos é inexistente nesta aplicação,Negativa,Gemini,A otimização de recursos é inexistente nesta aplicação.
aplicativos de gerenciamento de projetos organizam tarefas prazos e equipes,Neutra,Claude,"Aplicativos de gerenciamento de projetos organizam tarefas, prazos e equipes."
as novidades da atualização são totalmente inúteis para mim,Negativa,Gemini,As novidades da atualização são totalmente inúteis para mim.
alguns aplicativos sincronizam dados entre dispositivos,Neutra,ChatGPT,Alguns aplicativos sincronizam dados entre dispositivos.
interface consistente em todas as telas experiência muito coerente,Positiva,Claude,"Interface consistente em todas as telas, experiência muito coerente."
a forma como os dados são apresentados é muito clara,Positiva,Gemini,A forma como os dados são apresentados é muito clara.
as opções de personalização são extremamente limitadas,Negativa,ChatGPT,As opções de personalização são extremamente limitadas.
gostei muito da simplicidade e eficiência geral,Positiva,ChatGPT,Gostei muito da simplicidade e eficiência geral.
desenvolvedores enviam seus aplicativos para revisão antes da publicação nas lojas,Neutra,Gemini,Desenvolvedores enviam seus aplicativos para revisão antes da publicação nas lojas.
a experiência de usuário é frustrante do início ao fim,Negativa,Gemini,A experiência de usuário é frustrante do início ao fim.
aplicativos de realidade virtual dividem a tela em duas lentes estereoscópicas e requerem acessórios para visualização,Neutra,Gemini,Aplicativos de realidade virtual dividem a tela em duas lentes estereoscópicas e requerem acessórios para visualização.
trava na tela inicial e não passa disso,Negativa,Gemini,Trava na tela inicial e não passa disso.
o aplicativo não envia comprovante após pagamento realizado,Negativa,Claude,O aplicativo não envia comprovante após pagamento realizado.
o aplicativo é muito bem otimizado para telas grandes,Positiva,Gemini,O aplicativo é muito bem otimizado para telas grandes.
o tunein agrega milhares de estações de rádio de todo o mundo,Neutra,Claude,O TuneIn agrega milhares de estações de rádio de todo o mundo.
a interface é confusa e difícil de navegar em telas pequenas,Negativa,ChatGPT,A interface é confusa e difícil de navegar em telas pequenas.
aplicativos de fitness registram treinos séries e repetições realizadas,Neutra,Claude,"Aplicativos de fitness registram treinos, séries e repetições realizadas."
o som e os alertas do app são muito bem produzidos,Positiva,Gemini,O som e os alertas do app são muito bem produzidos.
alguns aplicativos suportam login via qr code,Neutra,ChatGPT,Alguns aplicativos suportam login via QR Code.
o carregamento das páginas é extremamente lento,Negativa,ChatGPT,O carregamento das páginas é extremamente lento.
não tem anúncios irritantes a experiência é muito fluida,Positiva,Gemini,"Não tem anúncios irritantes, a experiência é muito fluida."
aplicativos de transporte permitem solicitar corridas,Neutra,ChatGPT,Aplicativos de transporte permitem solicitar corridas.
aplicativos móveis possuem tamanhos variados de download,Neutra,ChatGPT,Aplicativos móveis possuem tamanhos variados de download.
economiza muito o meu tempo na correria do dia a dia,Positiva,Gemini,Economiza muito o meu tempo na correria do dia a dia.
o recurso de lixeira garante que não perderei dados por acidente,Positiva,Gemini,O recurso de lixeira garante que não perderei dados por acidente.
aplicativos podem acessar o microfone do aparelho,Neutra,ChatGPT,Aplicativos podem acessar o microfone do aparelho.
o sistema acusa falha contínua neste aplicativo,Negativa,Gemini,O sistema acusa falha contínua neste aplicativo.
músicas pausam sozinhas aleatoriamente sem nenhum motivo,Negativa,Claude,Músicas pausam sozinhas aleatoriamente sem nenhum motivo.
o google pay e o apple pay permitem pagamentos por aproximação com o smartphone,Neutra,Claude,O Google Pay e o Apple Pay permitem pagamentos por aproximação com o smartphone.
o aplicativo falha em tarefas simples,Negativa,ChatGPT,O aplicativo falha em tarefas simples.
a customização do perfil deixa o aplicativo com a minha cara,Positiva,Gemini,A customização do perfil deixa o aplicativo com a minha cara.
sinto que meu celular ficou até melhor com esse app,Positiva,Gemini,Sinto que meu celular ficou até melhor com esse app.
excelente ferramenta para facilitar minha organização,Positiva,ChatGPT,Excelente ferramenta para facilitar minha organização.
melhor app que a loja de aplicativos me recomendou até hoje,Positiva,Claude,Melhor app que a loja de aplicativos me recomendou até hoje.
o aplicativo perde a sessão constantemente em conexões instáveis,Negativa,Claude,O aplicativo perde a sessão constantemente em conexões instáveis.
funcionalidade de backup e restauração funcionou perfeitamente quando precisei,Positiva,Claude,Funcionalidade de backup e restauração funcionou perfeitamente quando precisei.
teclados virtuais de terceiros podem ser instalados como aplicativos independentes no sistema,Neutra,Gemini,Teclados virtuais de terceiros podem ser instalados como aplicativos independentes no sistema.
o aplicativo apresenta anúncios excessivos e irritantes,Negativa,ChatGPT,O aplicativo apresenta anúncios excessivos e irritantes.
app que recomendo especificamente para quem quer ser mais produtivo,Positiva,Claude,App que recomendo especificamente para quem quer ser mais produtivo.
aplicativos de fidelidade armazenam pontos e oferecem recompensas ao consumidor,Neutra,Claude,Aplicativos de fidelidade armazenam pontos e oferecem recompensas ao consumidor.
a navegação é muito pesada e com respostas atrasadas,Negativa,Gemini,A navegação é muito pesada e com respostas atrasadas.
ocupa gb de armazenamento sem nenhuma justificativa razoável,Negativa,Claude,Ocupa 2GB de armazenamento sem nenhuma justificativa razoável.
erro de servidor ao tentar validar meu cadastro,Negativa,Gemini,Erro de servidor ao tentar validar meu cadastro.
aplicativos móveis são programas instalados em dispositivos como smartphones e tablets,Neutra,Claude,Aplicativos móveis são programas instalados em dispositivos como smartphones e tablets.
as respostas do suporte são robóticas e não resolvem nada,Negativa,Gemini,As respostas do suporte são robóticas e não resolvem nada.
